tweet_text,tweet_date,tweet_id,tweet_fav_count,retweet_count,sentiment_compound
Auspice founder @AuspiceTim spoke to @ABDanielleSmith about Kinder Morgan: https://t.co/sNDwDlEpvk,2018-05-29 23:55:09,1001612941764935680,0,0,0.4939
Coming up on CHEK News at 5 p.m.  we will take a closer look at the major Kinder Morgan announcement from the federal government today. Watch: https://t.co/uoDGpkt33K #bcpoli #cdnpoli https://t.co/z9UUqxx0PY,2018-05-29 23:55:00,1001612905177956352,0,1,0.4939
Like it or not  it's a brilliant move: Trudeau government to buy Kinder Morgan’s Trans Mountain for $4.5-billion #cdnpoli https://t.co/0izzKjEXg3,2018-05-29 23:54:59,1001612901059317761,0,0,0.3875
Huge protest rally against federal buyout of Kinder Morgan in #Vancouver today https://t.co/LSvViv5xYq,2018-05-29 23:54:14,1001612715008311297,4,4,0.5423
Huge protest rally against federal buyout of Kinder Morgan in #Vancouver today https://t.co/LSvViv5xYq,2018-05-29 23:54:14,1001612715008311297,4,4,0.5423
I just sent a message to @JustinTrudeau (aka Justin Crudeau) telling him not to use my tax dollars to bail out Kinder Morgan’s failing oil pipeline. Will you send one too?  #StopKM https://t.co/mYVP4vdWMP,2018-05-29 23:53:52,1001612622712590338,0,0,-0.0258
J’ai écrit à @JustinTrudeau pour lui demander de ne pas utiliser l’argent de mes impôts pour financer le pipeline de Kinder Morgan. Écrivez-lui vous aussi &gt;&gt; https://t.co/uHZ0zsB6hA #StopKM,2018-05-29 23:53:20,1001612486167146496,2,7,0.4939
What I’d like to know is WHY the Canadian government felt it was necessary to bail out Kinder Morgan. Where’s the transparency? Why doesn’t KM want to spend the money to have this pipeline built anymore? Now Canadian taxpayers are stuck with this shitty project. #cdnpoli,2018-05-29 23:53:13,1001612455263387649,0,0,0.1926
@investined @JustinTrudeau @Bill_Morneau @jimcarr_wpg Not before they all personally invest in kinder morgan,2018-05-29 23:53:11,1001612449034878977,0,0,0.4939
They're borrowing money - like Kinder Morgan was going to do.  After it's built we'll sell it off cheap. https://t.co/kgCSbyvL10,2018-05-29 23:53:11,1001612448707895296,0,0,0.6908
@gsdenton Yes and do you think that the Liberal Government is breaching the Canadian Charter of Rights?  They have set in place court orders to arrest anyone who protests against the Kinder Morgan Pipeline. What a disgrace! An infringement of our RIGHT to FREE SPEECH!,2018-05-29 23:53:08,1001612435684409344,0,0,0.2304
"""Moccasins come in pairs "" says Alberta's Minister of Indigenous Relations on the buying of the Kinder Morgan pipeline. https://t.co/oQeSpGRjaW",2018-05-29 23:52:48,1001612350699405312,18,10,0.4939
"While we're happy to see #TransMountain pipeline may move forward  we're disappointed that public funds are being used to  essentially  cover for the gross ineptitude from multiple levels of government on this project.

https://t.co/9LLAwth5Rv",2018-05-29 23:52:36,1001612302297321472,0,0,-0.3612
Tonight @CBCTheNational PM Trudeau tries to reassure investors Canada is a stable place to do business despite Kinder Morgan pull out  and the long term political consequeces of the pipeline fight.,2018-05-29 23:52:23,1001612246806482944,4,2,-0.1601
"Ça dépasse !

Est-ce une priorité pour mon gouvernement ? Mon ? ok !

JustinTrudeau ... ça donne quoi au canadien  cette investissement? https://t.co/GxPH8x2wYh",2018-05-29 23:50:46,1001611838658940934,1,0,0.5145
Trudeau commits to buy Kinder Morgan pipeline as First Nations water advisories increase | The Council of Canadians https://t.co/nWWasEVlAC via @CouncilofCDNS #WaterIsLife #Right2Water #stopKM,2018-05-29 23:50:25,1001611752218427393,0,0,0.6808
Canadian government to buy Kinder Morgan's Trans Mountain pipeline OTTAWA (Reuters) - The Canadian govern https://t.co/6IOHuUWO8c @ellieujn,2018-05-29 23:50:09,1001611684081958912,0,0,0.4939
Indigenous chiefs  activists rally against Kinder Morgan pipeline in Montreal | CBC News https://t.co/E6e5QwpE7l カナダモントリオールで抗議行動。,2018-05-29 23:50:06,1001611674229424128,0,0,0.4939
"Great question by CCF MP Erin Weir re ""nationalization"" of Kinder Morgan Pipeline!!
If only the NDP MP's &amp; Leader would follow the ""CCF lead"" on this instead of being ""Conservatives"" in a hurry!!
@Erin_Weir 
@acoyne
@DonMartinCTV https://t.co/EV3uHmnVbr",2018-05-29 23:49:34,1001611536719282176,0,0,0.858
Trudeau is a traitor https://t.co/tWMz1h2LYS via @ricochet_en,2018-05-29 23:49:18,1001611470289989632,0,0,0.0
Demandez au premier ministre du Canada de ne pas financer le projet de pipeline #TransMountain de #KinderMorgan avec largent de vos impots https://t.co/q8LjyENiwC,2018-05-29 23:49:16,1001611462127882242,0,0,0.0
"I think the enviro activists are just mad because they succeeded and killed the Kinder Morgan pipeline  but what replaced it is even worse from their point of view. They made things worse in terms of their goals.

They’re mad because deep down they know they caused this.",2018-05-29 23:48:45,1001611332620238849,10,2,-0.9377
"I think the enviro activists are just mad because they succeeded and killed the Kinder Morgan pipeline  but what replaced it is even worse from their point of view. They made things worse in terms of their goals.

They’re mad because deep down they know they caused this.",2018-05-29 23:48:45,1001611332620238849,10,2,-0.9377
@RachelNotley The problem wasn’t Kinder Morgan. The problem was and is Canadians don’t work together. That hasn’t changed. Multiple pipelines east and west and north have been stopped. All you politicians have done is waste another 4.5 billion,2018-05-29 23:48:37,1001611298055053313,0,0,-0.7096
@dbhoy99 @uneaurore @nytimes @350 Kinder Morgan’s senior management team includes many prominent Enron executives  including Jordan Mintz and Steve Kean.,2018-05-29 23:48:26,1001611253284917248,0,1,0.6705
Gotta laugh at former MF and PC supporters lamenting MF vs. Kinder Morgan. Funny stuff.,2018-05-29 23:48:14,1001611203062345728,10,0,0.8625
@JohnnieOil @CAPP_Jeff @OilGasCanada So you would of rather had the pipeline die ? Kinder Morgan was not planning to move forward......,2018-05-29 23:47:16,1001610960254025728,2,1,-0.1779
@BuildingTradeAB Kinder Morgan was ready to foot the bill for the entire project. It's policy that is holding back the pipeline not funding. Government involvement is never a good idea. Large cost over runs are an inevitably and it's the tax payers left holding the debt in the long run. Shame.,2018-05-29 23:47:00,1001610892004311040,0,0,-0.3195
Canadians are so lazy and corrupt that they will trade their freedom for something that true dope tells them is free. Kinder Morgan pipeline ownership will cost billions.,2018-05-29 23:46:58,1001610882986708993,1,0,0.8823
Canada buys Kinder Morgan's Trans Mountain pipeline for $4.5 billion — but can we sell it?  via @FinancialPost https://t.co/tvDbtS10JV,2018-05-29 23:46:42,1001610815986946053,0,0,0.2732
Canada struck a multibillion deal with Kinder Morgan to take ownership of the Trans Mountain pipeline project https://t.co/gxRrHV6Pxt via @WSJ,2018-05-29 23:46:27,1001610755316305925,0,0,0.296
@22_Minutes As Kinder Morgan chuckles at 🇨🇦,2018-05-29 23:46:18,1001610717965910016,1,0,0.6486
J’ai écrit à @JustinTrudeau pour lui demander de ne pas utiliser l’argent de mes impôts pour financer le pipeline de Kinder Morgan. Écrivez-lui vous aussi &gt;&gt; https://t.co/E9jLFrRHYq #StopKM,2018-05-29 23:46:14,1001610701029462016,0,0,0.4939
I just sent a message to @JustinTrudeau telling him not to use my tax dollars to bail out Kinder Morgan’s failing oil pipeline. Will you send one too?  #StopKM https://t.co/GQ5cqdR8pL,2018-05-29 23:46:12,1001610692036771840,0,0,-0.0258
@gilmcgowan 69 spills by Kinder Morgan since 1961. Wise decision ;),2018-05-29 23:46:09,1001610680775073792,0,0,0.802
#KinderMorgan deal with federal gov't criticized  more protests planned #StopKM #canpoli #TransMountain https://t.co/OFNHjMK7qN https://t.co/sudA3fISJ7,2018-05-29 23:45:07,1001610420199751680,12,3,-0.5709
"WTF? PM Trudeau's govt to buy Kinder Morgan's Trans Mtn pipeline for $4.5 bln #NoKM #oilandgas #fossilfuel #KeepItInTheGround 

I guess Kinder Morgan is laughing all the way to the bank.... https://t.co/RKKkSNxkeC",2018-05-29 23:44:44,1001610320945672192,0,0,0.6208
"""Will you get your $12 billion back? I doubt it.”

The experts are weighing in and they're none too happy with Ottawa's choice to buy @Kinder_Morgan's Trans Mountain pipeline.
#cdnpoli #bcpoli
https://t.co/ESSQpvpnF3",2018-05-29 23:44:17,1001610210996187136,0,5,-0.6703
4 5 MILLIARDS DE DOLLARS D’INVESTISSEMENTS PUBLICS DANS KINDER MORGAN  C’EST NON!  https://t.co/U9oyPyN5qX #StopKM,2018-05-29 23:43:43,1001610064870821888,1,3,0.6399
4 5 MILLIARDS DE DOLLARS D’INVESTISSEMENTS PUBLICS DANS KINDER MORGAN  C’EST NON!  https://t.co/U9oyPyN5qX #StopKM,2018-05-29 23:43:43,1001610064870821888,1,3,0.6399
Kinder Morgan suddenly has a fat bank account to go shopping https://t.co/xLF68TUQVn https://t.co/p6iEzrDjql,2018-05-29 23:42:46,1001609825636245505,14,7,0.4939
Trudeau government to buy Kinder Morgan’s Trans Mountain for $4.5-billion https://t.co/AR3E6Cf5Qk,2018-05-29 23:42:43,1001609815293022209,1,1,0.4939
.@HarjitSajjan @JustinTrudeau I oppose the taxpayer bailout of Kinder Morgan's risky oil pipeline. #LetsMoveForward for a clean and diverse economy → https://t.co/HII6pyJkci #cdnpoli #stopkm,2018-05-29 23:42:42,1001609809966215168,2,1,0.5719
I just sent a message to @JustinTrudeau (aka Justin Crudeau) telling him not to use my tax dollars to bail out Kinder Morgan’s failing oil pipeline. Will you send one too?  #StopKM https://t.co/NKgryEwxf0,2018-05-29 23:42:21,1001609722485620737,0,0,-0.0258
@JustinTrudeau @JonathanWNV I oppose the taxpayer bail out of Kinder Morgan's risky oil pipeline. #LetsMoveForward for a clean and diverse economy → https://t.co/jRybpSOMtI #cdnpoli #stopkm and I can't in good conscience vote Liberal in 2019 if this moves ahead.,2018-05-29 23:41:52,1001609600850837504,0,0,0.4007
Canada To Buy Trans Mountain Pipeline  Kinder Morgan Assets For $4.5B https://t.co/fq8Wozm6L7,2018-05-29 23:41:39,1001609544831848448,0,0,0.5994
Avec l'argent mis dans Kinder-Morgan  on pourrait se rendre probablement à la construction du 13e lien...,2018-05-29 23:41:28,1001609502020505600,2,1,0.0
"@carolemacneil #nntonight 
Jaded &amp; my tweet isnt quite germane to the debate. Consider tho GOC settled RCMP suits &amp; Veterans Pension issues with $$$ Intervened in Phoenix. Purchased Kinder Morgan to help AN &amp; BC Govs. 
NAFTA? CPP Disability cases? Nothing for private citizens.",2018-05-29 23:41:18,1001609457892241408,0,0,0.5661
"Federal LIberals are already dead  they just don't know it yet.

 2019 bloodbath.

#StopKM
#TMX #cdnpoli #bcpoli #abpoli
https://t.co/cTBOoD7icD",2018-05-29 23:39:59,1001609128341581824,0,0,-0.6486
"Kinder Morgan juge qu’il ne vaut plus la peine de développer ce projet  devenu toxique et risqué. 

Pour @JustinTrudeau  ce sont les contribuables canadiens qui devront éponger le risque  dont les conséquences et répercussions se feront sentir longtemps. https://t.co/g1r0FnTZM0",2018-05-29 23:39:42,1001609053825626112,6,8,0.4939
@foe_us Wow this is Kinder Morgan x 68. The world has got to agree. No more oil drilling and pipelines.,2018-05-29 23:39:02,1001608887928344577,0,0,0.8074
@AliceWongCanada @JustinTrudeau I oppose the taxpayer bail out of Kinder Morgan's risky oil pipeline. #LetsMoveForward for a clean and diverse economy → https://t.co/7k1PFmfnKK #cdnpoli #stopkm,2018-05-29 23:38:23,1001608724019011584,0,0,0.6249
Canada to Buy Kinder Morgan Pipeline for $3.5 Billion https://t.co/Az24eHzg0u,2018-05-29 23:38:21,1001608717006229504,0,0,0.4939
Buying out Kinder Morgan's pipeline was the stupidest possible move by @JustinTrudeau. He got played like a chump and never had a clue!,2018-05-29 23:38:19,1001608709410209792,0,0,0.6114
Canada to Buy Kinder Morgan Pipeline for $3.5 Billion https://t.co/UzUMS96kgl,2018-05-29 23:38:11,1001608675977584640,0,0,0.4939
Canada to Buy Kinder Morgan Pipeline for $3.5 Billion https://t.co/UzUMS96kgl,2018-05-29 23:38:11,1001608675977584640,0,0,0.4939
@Samir_Madani From a market perspective I agree it’s great for Canada. I think a lot of frustration (from Canadians) stems from the fact that Kinder Morgan originally didn’t want any fiscal support  they simply wanted regulatory certainty that they could invest money and complete the project,2018-05-29 23:38:10,1001608671682424832,5,0,0.8934
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/RttpokwB1x https://t.co/EmIhjNcY8Q,2018-05-29 23:37:53,1001608598462476288,0,0,0.4939
Trudeau government to buy Kinder Morgan's Trans Mountain for $4.5-billion on Canadanewsmedia - https://t.co/sN0Yo4BU8K https://t.co/NVQyRmlncV,2018-05-29 23:37:48,1001608576262164482,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/UST6VuC1nD https://t.co/YgT8yctyes,2018-05-29 23:36:55,1001608356203716608,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/xjbrXnjIJc https://t.co/18fgHfKTfs,2018-05-29 23:36:54,1001608352932118528,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/QhrKRahv9e https://t.co/DYjBG2RuIS,2018-05-29 23:36:54,1001608350759440384,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/P38OQ2andJ https://t.co/TDbWZMzgDm,2018-05-29 23:36:54,1001608350616899584,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/qK53EOB9ju,2018-05-29 23:36:54,1001608350063149056,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/fKUMoaS6Kr https://t.co/j5Rcy5ob9Y,2018-05-29 23:36:53,1001608348314222592,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/9QFpmrUOiR,2018-05-29 23:36:53,1001608348075220992,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/mdy65ua5dY https://t.co/ne9GTzcH6G,2018-05-29 23:36:53,1001608346867134464,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/uuWkmjcHsC https://t.co/Gn1MofUa9L,2018-05-29 23:36:53,1001608346862927872,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/ivOkb5y9LP,2018-05-29 23:36:53,1001608346795823105,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/nFtIh1eMQ9,2018-05-29 23:36:53,1001608345827008512,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/guMMYj7dqE,2018-05-29 23:36:53,1001608345722150912,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/Ry7dUvjVx1,2018-05-29 23:36:53,1001608345424351232,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/wFiAVko79K,2018-05-29 23:36:52,1001608343838851074,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/Cu5Y23jeAf,2018-05-29 23:36:52,1001608343721467904,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/wKDg0kIfpd,2018-05-29 23:36:52,1001608343369146368,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/hhZTN26cBY,2018-05-29 23:36:52,1001608343260033024,1,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/4Q98E9wwLr,2018-05-29 23:36:52,1001608343092264960,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/pYADet5OaT,2018-05-29 23:36:52,1001608343012630528,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/MQhq2L8B31,2018-05-29 23:36:52,1001608342849052673,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/Qu6bAVUAGl,2018-05-29 23:36:52,1001608342836469760,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/AZZi2pIFaJ,2018-05-29 23:36:52,1001608342567989248,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/Q869mCtIF2,2018-05-29 23:36:52,1001608342467330048,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/mtHIruxbeN,2018-05-29 23:36:52,1001608342408646657,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/MPukfNEQyg,2018-05-29 23:36:52,1001608342387679232,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/q4JWizVPNK,2018-05-29 23:36:52,1001608342119198720,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/td0V8Xnrpx,2018-05-29 23:36:52,1001608342022729728,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/gePfEHpIt8,2018-05-29 23:36:52,1001608342001741824,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/jhw3clT9Mm,2018-05-29 23:36:52,1001608341993345024,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/khsX5nleIT,2018-05-29 23:36:52,1001608341406150657,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/QMwEaBYtbG,2018-05-29 23:36:52,1001608341267738625,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/n8oAoMiYYL,2018-05-29 23:36:52,1001608341062217728,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/xbrUANe1BV,2018-05-29 23:36:52,1001608340944838656,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/eeNbJiXjzK,2018-05-29 23:36:47,1001608320958906368,0,1,0.4939
@RylanLReed OmniTrax should be the ones fixing the rail... Just like Kinder Morgan should be paying for that fucking pipeline. But if my tax dollars have to go to one or the other it's an easy call. And it ain't the damn pipeline.,2018-05-29 23:36:37,1001608279632633856,5,3,0.8707
https://t.co/kcB9o8SDAO,2018-05-29 23:36:20,1001608208249769984,1,0,0.0
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/NCnU6hZyn8,2018-05-29 23:36:19,1001608204436951041,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/dsgUpz6fR6,2018-05-29 23:36:19,1001608202599907328,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/uijHUmHFFD,2018-05-29 23:36:18,1001608198783098880,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/BOLKtrmEKT,2018-05-29 23:36:18,1001608198086737920,1,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/QQimKCIg3c,2018-05-29 23:36:17,1001608197050781696,0,0,0.4939
How will Ottawa finish a pipeline Kinder Morgan couldn’t? https://t.co/qvTb07t7By,2018-05-29 23:36:17,1001608196484550656,0,0,0.4939
The Kinder Morgan expansion of the Trans Mountain Pipeline – Why NL should care: https://t.co/u14NVDYZ29 #NLpoli #CDNpoli #Canpoli #KinderMorgan https://t.co/GKCrJE3Zew,2018-05-29 23:35:56,1001608105610883074,1,6,0.7506
Canada to Buy Kinder Morgan Pipeline for $3.5 Billion https://t.co/QFmKv3jipz #USA #US #USBiz,2018-05-29 23:35:39,1001608037734469633,0,0,0.4939
Interviewer @steeletalk is in shock  along with the rest of us as @ElizabethMay  outlines the details of the federal government buyout of the decrepit 50+ year old Kinder Morgan pipeline with our taxpayer dollars! Criminal lunacy @Bill_Morneau  @JustinTrudeau @jim_carr #cdnpoli https://t.co/kw3RsLWlTv,2018-05-29 23:35:33,1001608009938747392,2,2,-0.4753
'What kind of help do you need?' Canadian banks eye Indigenous investment in pipeline expansion https://t.co/Jr9ioxOose,2018-05-29 23:35:23,1001607970306777088,1,1,0.3415
Canada to buy Kinder Morgan oil pipeline in bid to save project https://t.co/a9OIiaQz6F https://t.co/ogOlDjxCVZ ReutersUS,2018-05-29 23:35:21,1001607961259765762,0,0,0.7506
Media Release: #VictoriaBC march against Kinder Morgan Buyout – Thursday May 31st 5:30pm https://t.co/bmYCTXeqtq #yyj #yyjpoli #bcpoli #cdnpoli #StopKM @CouncilofCDNs https://t.co/VSA4uY0O5l,2018-05-29 23:35:13,1001607925855539200,16,13,0.4939
Demandez au premier ministre du Canada de ne pas financer le projet de pipeline #TransMountain de #KinderMorgan avec largent de vos impots https://t.co/a3lXw3G8gd,2018-05-29 23:35:07,1001607900589056000,0,1,0.0
@MorattiJ Just announced  Moron Morneau is to  announce their plan for Kinder Morgan tomorrow. Hand on to your cheque book and cover your ass!!!,2018-05-28 23:59:45,1001251711409831936,0,0,-0.2905
This piece in the @globeandmail has me thinking that Kinder Morgan played the Trudeau government like N Korea played Trump #cdnpoli: https://t.co/X05x8AbARZ,2018-05-28 23:58:45,1001251460749799424,1,1,0.8591
Bill Morneau to announce whether feds will buy Trans Mountain pipeline https://t.co/GkL69i1per,2018-05-28 23:58:10,1001251316490846208,1,0,0.0
Call @justintrudeau cabinet ministers and ask them to #stopKM! https://t.co/0uLaNLXqxK,2018-05-28 23:57:42,1001251199549657088,0,0,0.0
"Over the last three years Kinder Morgan earned $340 million in Canada and paid just $1.1 million in taxes.

That’s a 0.3% tax rate. What!?

And now Justin Trudeau is offering public money to pay for the insurance for its pipeline too.

https://t.co/zFGnxycgcv",2018-05-28 23:57:35,1001251170227314688,604,656,0.4753
"""Crews cleaning up oil spill at Kinder Morgan station north of Kamloops  B.C."" https://t.co/NYBOuWcNbD #news #feedly",2018-05-28 23:57:02,1001251029202092032,1,0,0.4939
@globalnews @keithbaldrey Is Justin going to bend over and take it from Kinder Morgan with or without lube?,2018-05-28 23:56:50,1001250978358689792,1,0,0.4939
@CanadaAction That's awesome @KM_Canada @Kinder_Morgan @TransCanada @TransMtn,2018-05-28 23:56:26,1001250880467980293,0,0,0.6249
B.C. judge fines Elizabeth May for exploiting role as MP https://t.co/iIETyiqter via @NatObserver https://t.co/iIETyiqter,2018-05-28 23:56:11,1001250814638178305,0,0,-0.4404
B.C. judge fines Elizabeth May for exploiting role as MP https://t.co/iIETyiqter via @NatObserver,2018-05-28 23:55:59,1001250767301308416,0,0,-0.4404
"""Indigenous chiefs  activists rally against Kinder Morgan pipeline in Montreal"" https://t.co/zH4SIICg9t #news #feedly",2018-05-28 23:55:54,1001250743700017152,0,0,0.4939
"BREAKING: Bill Morneau to announce whether feds will buy Trans Mountain pipeline

The federal cabinet has been summoned to meet Tuesday morning  two hours earlier than usual  after which Morneau will discuss... https://t.co/7Yd47fDcy7",2018-05-28 23:55:01,1001250524124073986,0,0,0.0
Elizabeth May pleads guilty to criminal contempt for role in Kinder Morgan protest https://t.co/whMNYT2Jiz,2018-05-28 23:54:38,1001250427600502785,0,0,-0.8316
NOT WITH MY TAX DOLLARS !!!! https://t.co/pAcVKZkHIw,2018-05-28 23:53:05,1001250035814817793,0,0,0.0
"Great news. Good on the judge for raising the fine.

Elizabeth May gets $1 500 fine after guilty plea in Kinder Morgan protest
https://t.co/YsjPLP1ke3",2018-05-28 23:51:55,1001249741907279873,2,0,0.8402
There is virtually zero Asian demand for Alberta bitumen  new Kinder Morgan analysis reveals https://t.co/tVm82YxCUB,2018-05-28 23:50:57,1001249499249954817,0,0,0.4019
Elizabeth May pleads guilty to criminal contempt for pipeline protest https://t.co/70WJCz7P4n #AB,2018-05-28 23:50:42,1001249435035222016,3,0,-0.9001
After Al Gore tweets about Kinder Morgan pipeline  another big-name U.S. environmentalist plans to send a message https://t.co/y3lWV5wonm via @georgiastraight,2018-05-28 23:50:13,1001249314306486272,1,1,0.4939
"#Tonight on #PrimeTimePolitics 8pm ET:

With Kinder Morgan’s May 31 deadline approaching for the Trans Mountain pipeline extension  Peter Van Dusen hears from MPs: @JonathanWNV  @StephanieKusie   @s_malcolmson https://t.co/iOOm5W1wxD",2018-05-28 23:48:42,1001248934679990272,4,3,0.4939
Bill Morneau to announce whether feds will buy Trans Mountain pipeline https://t.co/1dgNw6aQm6,2018-05-28 23:47:44,1001248689925472258,0,0,0.0
https://t.co/LTMwDFeWUK,2018-05-28 23:45:13,1001248054673006592,0,0,0.0
"No matter what @Kinder_Morgan does this week  activists in unceded Lekwungen territories will be in the streets to let @JustinTrudeau know that the @TransMtn expansion will never be built: https://t.co/JoqmrIyTXc

#StopKM #yyj #yyjevents #SalishSea #ProtectTheInlet",2018-05-28 23:45:03,1001248015330500608,42,23,-0.2732
Elizabeth May pleads guilty to criminal contempt for role in Kinder Morgan protest https://t.co/ikg87K0hf8,2018-05-28 23:44:09,1001247788280070147,0,0,-0.8316
@VassyKapelos @ElizabethMay @PnPCBC She was on because she pleaded guilty in court and was fined $1 500  not because she's a reliable source of pipeline information and the facts behind Kinder Morgan and Trans Mountain. If she hadn't been in court  she'd never have been on @PnPCBC exposing Kinder Morgan.,2018-05-28 23:42:34,1001247388433108992,0,0,0.3612
"I believe Kinder Morgan knows it has an air-tight legal case that BC acting capriciously and unlawfully to try to kill it. Walking away and seeking redress through the courts might be its best option. 

Ottawa might just settle out of court and buy the damned thing. Sigh... https://t.co/4A8amVdmms",2018-05-28 23:42:32,1001247379369029632,10,7,0.1531
If I change my name to Bombardier and Kinder-Morgan  can I get a bailout too?! #cdnpoli https://t.co/yGVpLy6bFg,2018-05-28 23:41:37,1001247151098281984,0,0,-0.1759
@TheCurrentCBC @Tzeporah Perhaps you should get Kinder Morgan’s perspective rather than just that of an extremist who opposes every pipeline proposal,2018-05-28 23:40:02,1001246749690707968,1,0,0.4939
@TheCurrentCBC @Tzeporah Perhaps you should get Kinder Morgan’s perspective rather than just that of an extremist who opposes every pipeline proposal,2018-05-28 23:40:02,1001246749690707968,1,0,0.4939
"#BCLiberal environment critic @PeterMilobar says the small spill of 100 litres of oil at the Kinder Morgan station north of #Kamloops shows checks and balances in the system work.
https://t.co/bFQL2OxAxx",2018-05-28 23:40:00,1001246743357423619,0,0,0.2732
#KinderMorgan crews are cleaning up a 100 liter #oilspill in Kamloops  #BritishColumbia  https://t.co/VayKQPzbL9,2018-05-28 23:40:00,1001246742719946752,1,0,0.0
"@Indigenous_ca Statement on Oil Spill at #KinderMorgan Station in Secwepemcul'ecw - ""pipeline has become a litmus test for how this country is going to respond and react to the climate crisis and the rights of Indigenous  communities. https://t.co/bL6S9G0DW7 #StopKM",2018-05-28 23:39:31,1001246622834089984,1,1,-0.6249
"""May paused and looked at her lawyer before saying she would not repeat her actions  though she vowed to keep up her fight against the pipeline expansion"" https://t.co/BcMT8wi9Qv #bcpoli #ableg",2018-05-28 23:38:44,1001246426016305152,0,0,-0.3818
Elizabeth May pleads guilty to criminal contempt for role in Kinder Morgan protest https://t.co/NQ09kVV4Ts,2018-05-28 23:38:35,1001246386640244736,0,0,-0.8316
Indigenous activists eye oil spill at Kinder Morgan pumping station https://t.co/Y5FY5M17U5,2018-05-28 23:38:26,1001246348270764032,0,0,0.4939
"#OceanNation if #Canada buys #KinderMorgan  we need #Canadianflag shuttle #marinetankers in the #SalishSea and sell on a CIF basis.  Have #Canadian and #FirstNations crews and robust #environmentalnavigation. Done before! #OceansProtectionPlan
https://t.co/l5NP4VGJqr https://t.co/2oRYYh2exy",2018-05-28 23:38:14,1001246297825800192,1,2,0.4003
#OilSpill on #KinderMorgan #TransMountain pipeline near Kamloops  BC https://t.co/3E7jxocRuu,2018-05-28 23:37:15,1001246051762778113,1,3,0.0
#ctvnews Why is Canadian Government willing to fork over millions of taxpayers dollars for Kinder Morgan and yet Kinder Morgan doesn't pay enough taxes  how is that fair? And all profits benefit a Texan BillIonaire! I think he can pay for his own pipe!,2018-05-28 23:36:36,1001245885555068929,2,4,0.9411
